NewDateTime,Flotation Column 01 Level,Flotation Column 04 Level,% Iron Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,% Silica Concentrate,Flotation Column 01 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow
2017-03-10 01:00:00,450.3837758620692,449.9122586206894,55.199999999999996,3162.625025862068,578.7866781609193,398.75336781609184,10.113487356321839,1.7295581609195396,1.3100000000000018,251.16667241379312,295.09599999999955,306.4000000000009,251.23252873563226
2017-03-10 02:00:00,449.373361111111,450.3288055555554,55.20000000000002,3133.256388888891,537.2196611111112,399.87182222222236,10.129741666666664,1.6677842222222223,1.1100000000000045,249.8805888888888,295.0959999999995,306.40000000000094,249.90949444444442
2017-03-10 03:00:00,449.9728777777778,451.1458222222222,55.20000000000002,3479.482944444445,591.9067444444444,398.7638055555556,10.048403333333338,1.7327108333333332,1.2700000000000038,250.16132777777773,295.0959999999995,306.40000000000094,250.2421611111113
2017-03-10 04:00:00,487.94070555555516,494.5281833333333,55.20000000000002,3228.0364358333336,593.1701055555552,399.86698333333374,9.91861400000001,1.7310558333333348,1.3600000000000063,250.20877222222188,295.0959999999995,306.40000000000094,249.8251222222223
2017-03-10 05:00:00,549.0315388888889,549.9754833333335,55.20000000000002,3327.2807388888887,619.7108055555552,399.61508888888903,9.746029222222225,1.765879222222224,1.340000000000003,249.91780000000014,295.0959999999995,306.40000000000094,250.24960000000013
2017-03-10 06:00:00,550.5995666666666,549.6096999999997,55.20000000000002,3405.1622222222213,621.8785388888889,399.74934444444443,9.892237111111113,1.7650640555555526,1.1500000000000037,249.89829444444445,295.0959999999995,306.40000000000094,249.94249444444446
2017-03-10 07:00:00,549.5399777777783,550.4599722222224,54.95000000000002,2865.8784277777777,618.1863666666666,400.3451333333335,10.180425555555553,1.7654223333333332,2.7599999999999936,250.3506666666666,295.0959999999995,306.40000000000094,250.0500333333335
2017-03-10 08:00:00,550.3122999999997,549.6357722222219,54.95000000000002,3306.7536266666675,595.6809833333333,400.12874444444486,10.180202777777778,1.7661564444444426,2.6499999999999915,249.80609444444428,295.0959999999995,306.40000000000094,250.20051666666652
2017-03-10 09:00:00,549.879238888889,551.3699999999994,54.95000000000002,3784.48711111111,592.3679833333333,400.2784666666668,9.940502833333335,1.7600502777777733,1.7299999999999995,250.0637888888887,295.0959999999995,306.40000000000094,250.1678166666665
2017-03-10 10:00:00,550.1431277777779,548.2125583333334,54.95000000000002,3316.753911111112,582.9060944444445,399.77366666666666,10.104197277777777,1.761051388888886,1.810000000000002,250.09676666666658,295.0959999999995,306.40000000000094,250.11123333333308
